hostname,acl-name,acl-type,seq number,action,protocol,source,destination,ports
uk-dum-ar01,12,Standard,70,permit,,10.180.163.247,,,
uk-dum-ar01,12,Standard,80,permit,,10.120.163.61,,,
uk-dum-ar01,12,Standard,90,permit,,10.120.163.62,,,
uk-dum-ar01,12,Standard,100,permit,,10.1.14.0 0.0.0.255,,,
uk-dum-ar01,15,Standard,10,permit,,10.92.0.0 0.0.255.255,,,
uk-dum-ar01,15,Standard,20,permit,,10.93.0.0 0.0.255.255,,,
uk-dum-ar01,15,Standard,30,permit,,10.94.0.0 0.0.255.255,,,
uk-dum-ar01,16,Standard,10,permit,,10.120.163.206,,,
uk-dum-ar01,16,Standard,20,permit,,10.120.195.206,,,
uk-dum-ar01,22,Standard,10,permit,,10.112.12.119,,,
uk-dum-ar01,22,Standard,20,permit,,10.210.143.80,,,
uk-dum-ar01,22,Standard,30,permit,,10.120.143.80,,,
uk-dum-ar01,22,Standard,40,permit,,10.180.142.232,,,
uk-dum-ar01,100,Extended,10,permit,ip,10.91.125.0 0.0.0.255,0.93.0.0 0.0.255.255,
uk-dum-ar01,100,Extended,20,permit,ip,10.91.125.0 0.0.0.255,0.94.0.0 0.0.255.255,
uk-dum-ar01,100,Extended,30,permit,ip,10.91.125.0 0.0.0.255,0.95.0.0 0.0.255.255,
uk-dum-ar01,100,Extended,40,permit,ip,10.91.125.0 0.0.0.255,0.96.0.0 0.0.255.255,
uk-dum-ar01,100,Extended,50,permit,ip,host 10.91.125.10,host 10.3.0.145,
uk-dum-ar01,100,Extended,60,permit,ip,host 10.91.125.10,host 10.3.0.146,
uk-dum-ar01,100,Extended,70,permit,icmp,10.91.125.0 0.0.0.255,0.93.0.0 0.0.255.255,
uk-dum-ar01,100,Extended,80,permit,icmp,10.91.125.0 0.0.0.255,0.94.0.0 0.0.255.255,
uk-dum-ar01,100,Extended,90,permit,icmp,10.91.125.0 0.0.0.255,0.95.0.0 0.0.255.255,
uk-dum-ar01,100,Extended,100,permit,icmp,10.91.125.0 0.0.0.255,0.96.0.0 0.0.255.255,
uk-dum-ar01,100,Extended,110,permit,icmp,host 10.91.125.10,host 10.3.0.145,
uk-dum-ar01,100,Extended,120,permit,icmp,host 10.91.125.10,host 10.3.0.146,
uk-dum-ar01,100,Extended,130,deny,ip,any,any,
